"COUNTRY","Country","SEO","Socio economic objective","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CZE","Czech Republic","NABS06","Industrial production and technology","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,4309.721,,
"CZE","Czech Republic","NABS06","Industrial production and technology","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,3902.791,,
"CZE","Czech Republic","NABS06","Industrial production and technology","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,3512.985,,
"CZE","Czech Republic","NABS06","Industrial production and technology","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,3040.391,,
"CZE","Czech Republic","NABS06","Industrial production and technology","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,2390.788,,
"CZE","Czech Republic","NABS06","Industrial production and technology","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,2975.534,,
"CZE","Czech Republic","NABS06","Industrial production and technology","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,3615.562,,
"CZE","Czech Republic","NABS06","Industrial production and technology","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,4584.937,"P","Provisional value"
"CZE","Czech Republic","NABS07","Health","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,1824.743,,
"CZE","Czech Republic","NABS07","Health","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,1528.24,,
"CZE","Czech Republic","NABS07","Health","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,1712.686,,
"CZE","Czech Republic","NABS07","Health","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,1734.143,,
"CZE","Czech Republic","NABS07","Health","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,1867.41,,
"CZE","Czech Republic","NABS07","Health","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,1972.858,,
"CZE","Czech Republic","NABS07","Health","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,2397.247,,
"CZE","Czech Republic","NABS07","Health","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,2670.535,,
"CZE","Czech Republic","NABS07","Health","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,2480.281,"P","Provisional value"
"CZE","Czech Republic","NABS08","Agriculture","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,1148.014,,
"CZE","Czech Republic","NABS08","Agriculture","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,1022.805,,
"CZE","Czech Republic","NABS08","Agriculture","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,1018.816,,
"CZE","Czech Republic","NABS08","Agriculture","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,1120.253,,
"CZE","Czech Republic","NABS08","Agriculture","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,1148.586,,
"CZE","Czech Republic","NABS08","Agriculture","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,1110.282,,
"CZE","Czech Republic","NABS08","Agriculture","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,1226.022,,
"CZE","Czech Republic","NABS08","Agriculture","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,1239.714,,
"CZE","Czech Republic","NABS08","Agriculture","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,1421.355,"P","Provisional value"
"CZE","Czech Republic","NABS09","Education","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,237.348,,
"CZE","Czech Republic","NABS09","Education","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,326.084,,
"CZE","Czech Republic","NABS09","Education","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,310.817,,
"CZE","Czech Republic","NABS09","Education","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,1011.247,,
"CZE","Czech Republic","NABS09","Education","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,1215.194,,
"CZE","Czech Republic","NABS09","Education","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,73.27,,
"CZE","Czech Republic","NABS09","Education","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,96.074,,
"CZE","Czech Republic","NABS09","Education","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,183.295,,
"CZE","Czech Republic","NABS09","Education","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,196.99,"P","Provisional value"
"CZE","Czech Republic","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,128.829,,
"CZE","Czech Republic","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,330.207,,
"CZE","Czech Republic","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,456.643,,
"CZE","Czech Republic","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,380.152,,
"CZE","Czech Republic","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,500.385,,
"CZE","Czech Republic","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,400.442,,
"CZE","Czech Republic","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,443.537,,
"CZE","Czech Republic","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,209.287,,
"CZE","Czech Republic","NABS10","Culture, recreation, religion and mass media","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,188.877,"P","Provisional value"
"CZE","Czech Republic","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,257.099,,
"CZE","Czech Republic","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,322.027,,
"CZE","Czech Republic","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,361.41,,
"CZE","Czech Republic","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,402.343,,
"CZE","Czech Republic","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,395.073,,
"CZE","Czech Republic","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,396.223,,
"CZE","Czech Republic","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,425.112,,
"CZE","Czech Republic","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,565.547,,
"CZE","Czech Republic","NABS11","Political and social systems, structures and processes","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,642.095,"P","Provisional value"
"CZE","Czech Republic","NABS14","Defence","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,438.708,,
"CZE","Czech Republic","NABS14","Defence","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,415.138,,
"CZE","Czech Republic","NABS14","Defence","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,393.224,,
"CZE","Czech Republic","NABS14","Defence","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,385.623,,
"CZE","Czech Republic","NABS14","Defence","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,366.47,,
"CZE","Czech Republic","NABS14","Defence","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,329.196,,
"CZE","Czech Republic","NABS14","Defence","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,386.573,,
"CZE","Czech Republic","NABS14","Defence","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,389.75,,
"CZE","Czech Republic","NABS14","Defence","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,363.366,"P","Provisional value"
"CZE","Czech Republic","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,5314.969,,
"CZE","Czech Republic","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,5854.569,,
"CZE","Czech Republic","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,6115.603,,
"CZE","Czech Republic","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,6273.581,,
"CZE","Czech Republic","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,6296.061,,
"CZE","Czech Republic","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,6814.986,,
"CZE","Czech Republic","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,7067.602,,
"CZE","Czech Republic","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,7866.024,,
"CZE","Czech Republic","NABS12","General advancement of knowledge: R&D financed from General University Funds (GUF)","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,8023.082,"P","Provisional value"
"CZE","Czech Republic","NABS121","R&D related to Natural sciences - financed from GUF  ","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,2183.894,,
"CZE","Czech Republic","NABS121","R&D related to Natural sciences - financed from GUF  ","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,2483.623,,
"CZE","Czech Republic","NABS121","R&D related to Natural sciences - financed from GUF  ","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,2525.773,,
"CZE","Czech Republic","NABS121","R&D related to Natural sciences - financed from GUF  ","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,2584.676,,
"CZE","Czech Republic","NABS121","R&D related to Natural sciences - financed from GUF  ","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,2558.513,,
"CZE","Czech Republic","NABS121","R&D related to Natural sciences - financed from GUF  ","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,2851.498,,
"CZE","Czech Republic","NABS121","R&D related to Natural sciences - financed from GUF  ","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,3019.664,,
"CZE","Czech Republic","NABS121","R&D related to Natural sciences - financed from GUF  ","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,3313.412,,
"CZE","Czech Republic","NABS121","R&D related to Natural sciences - financed from GUF  ","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,3383.441,"P","Provisional value"
"CZE","Czech Republic","NABS122","R&D related to Engineering and technology - financed from GUF  ","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,1142.203,,
"CZE","Czech Republic","NABS122","R&D related to Engineering and technology - financed from GUF  ","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,1085.733,,
"CZE","Czech Republic","NABS122","R&D related to Engineering and technology - financed from GUF  ","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,1233.904,,
"CZE","Czech Republic","NABS122","R&D related to Engineering and technology - financed from GUF  ","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,1299.038,,
"CZE","Czech Republic","NABS122","R&D related to Engineering and technology - financed from GUF  ","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,1408.492,,
"CZE","Czech Republic","NABS122","R&D related to Engineering and technology - financed from GUF  ","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,1413.384,,
"CZE","Czech Republic","NABS122","R&D related to Engineering and technology - financed from GUF  ","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,1378.046,,
"CZE","Czech Republic","NABS122","R&D related to Engineering and technology - financed from GUF  ","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,1639.776,,
"CZE","Czech Republic","NABS122","R&D related to Engineering and technology - financed from GUF  ","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,1670.227,"P","Provisional value"
"CZE","Czech Republic","NABS123","R&D related to Medical and health sciences - financed from GUF  ","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,811.223,,
"CZE","Czech Republic","NABS123","R&D related to Medical and health sciences - financed from GUF  ","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,826.74,,
"CZE","Czech Republic","NABS123","R&D related to Medical and health sciences - financed from GUF  ","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,775,,
"CZE","Czech Republic","NABS123","R&D related to Medical and health sciences - financed from GUF  ","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,773.974,,
"CZE","Czech Republic","NABS123","R&D related to Medical and health sciences - financed from GUF  ","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,630.426,,
"CZE","Czech Republic","NABS123","R&D related to Medical and health sciences - financed from GUF  ","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,723.497,,
"CZE","Czech Republic","NABS123","R&D related to Medical and health sciences - financed from GUF  ","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,701.291,,
"CZE","Czech Republic","NABS123","R&D related to Medical and health sciences - financed from GUF  ","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,778.141,,
"CZE","Czech Republic","NABS123","R&D related to Medical and health sciences - financed from GUF  ","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,790.308,"P","Provisional value"
"CZE","Czech Republic","NABS124","R&D related to Agricultural and veterinary sciences - financed from GUF  ","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,198.599,,
"CZE","Czech Republic","NABS124","R&D related to Agricultural and veterinary sciences - financed from GUF  ","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,284.685,,
"CZE","Czech Republic","NABS124","R&D related to Agricultural and veterinary sciences - financed from GUF  ","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,331.903,,
"CZE","Czech Republic","NABS124","R&D related to Agricultural and veterinary sciences - financed from GUF  ","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,260.87,,
"CZE","Czech Republic","NABS124","R&D related to Agricultural and veterinary sciences - financed from GUF  ","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,326.321,,
"CZE","Czech Republic","NABS124","R&D related to Agricultural and veterinary sciences - financed from GUF  ","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,365.983,,
"CZE","Czech Republic","NABS124","R&D related to Agricultural and veterinary sciences - financed from GUF  ","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,376.263,,
"CZE","Czech Republic","NABS124","R&D related to Agricultural and veterinary sciences - financed from GUF  ","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,435.035,,
"CZE","Czech Republic","NABS124","R&D related to Agricultural and veterinary sciences - financed from GUF  ","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,444.289,"P","Provisional value"
"CZE","Czech Republic","NABS125","R&D related to Social sciences - financed from GUF  ","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,670.393,,
"CZE","Czech Republic","NABS125","R&D related to Social sciences - financed from GUF  ","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,803.563,,
"CZE","Czech Republic","NABS125","R&D related to Social sciences - financed from GUF  ","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,791.526,,
"CZE","Czech Republic","NABS125","R&D related to Social sciences - financed from GUF  ","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,891.75,,
"CZE","Czech Republic","NABS125","R&D related to Social sciences - financed from GUF  ","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,960.303,,
"CZE","Czech Republic","NABS125","R&D related to Social sciences - financed from GUF  ","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,1017.246,,
"CZE","Czech Republic","NABS125","R&D related to Social sciences - financed from GUF  ","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,1001.519,,
"CZE","Czech Republic","NABS125","R&D related to Social sciences - financed from GUF  ","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,1077.575,,
"CZE","Czech Republic","NABS125","R&D related to Social sciences - financed from GUF  ","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,1099.57,"P","Provisional value"
"CZE","Czech Republic","NABS126","R&D related to Humanities and the arts - financed from GUF  ","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,308.658,,
"CZE","Czech Republic","NABS126","R&D related to Humanities and the arts - financed from GUF  ","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,370.226,,
"CZE","Czech Republic","NABS126","R&D related to Humanities and the arts - financed from GUF  ","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,457.497,,
"CZE","Czech Republic","NABS126","R&D related to Humanities and the arts - financed from GUF  ","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,463.272,,
"CZE","Czech Republic","NABS126","R&D related to Humanities and the arts - financed from GUF  ","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,412.007,,
"CZE","Czech Republic","NABS126","R&D related to Humanities and the arts - financed from GUF  ","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,443.378,,
"CZE","Czech Republic","NABS126","R&D related to Humanities and the arts - financed from GUF  ","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,590.819,,
"CZE","Czech Republic","NABS126","R&D related to Humanities and the arts - financed from GUF  ","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,622.085,,
"CZE","Czech Republic","NABS126","R&D related to Humanities and the arts - financed from GUF  ","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,635.247,"P","Provisional value"
"CZE","Czech Republic","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,8608.053,,
"CZE","Czech Republic","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,8574.37,,
"CZE","Czech Republic","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,8923.427,,
"CZE","Czech Republic","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,8711.891,,
"CZE","Czech Republic","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,9157.678,,
"CZE","Czech Republic","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,10672.163,,
"CZE","Czech Republic","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,11375.999,,
"CZE","Czech Republic","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,12224.075,,
"CZE","Czech Republic","NABS13","General advancement of knowledge: R&D financed from sources other than GUF","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,12963.447,"P","Provisional value"
"CZE","Czech Republic","NABS131","R&D related to Natural sciences - financed from sources other than GUF","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,5651.826,,
"CZE","Czech Republic","NABS131","R&D related to Natural sciences - financed from sources other than GUF","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,6051.272,,
"CZE","Czech Republic","NABS131","R&D related to Natural sciences - financed from sources other than GUF","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,6119.383,,
"CZE","Czech Republic","NABS131","R&D related to Natural sciences - financed from sources other than GUF","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,5987.286,,
"CZE","Czech Republic","NABS131","R&D related to Natural sciences - financed from sources other than GUF","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,6383.685,,
"CZE","Czech Republic","NABS131","R&D related to Natural sciences - financed from sources other than GUF","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,7863.422,,
"CZE","Czech Republic","NABS131","R&D related to Natural sciences - financed from sources other than GUF","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,8349.124,,
"CZE","Czech Republic","NABS131","R&D related to Natural sciences - financed from sources other than GUF","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,8823.784,,
"CZE","Czech Republic","NABS131","R&D related to Natural sciences - financed from sources other than GUF","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,9418.597,"P","Provisional value"
"CZE","Czech Republic","NABS132","R&D related to Engineering and technology - financed from sources other than GUF","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,704.189,,
"CZE","Czech Republic","NABS132","R&D related to Engineering and technology - financed from sources other than GUF","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,550.564,,
"CZE","Czech Republic","NABS132","R&D related to Engineering and technology - financed from sources other than GUF","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,476.946,,
"CZE","Czech Republic","NABS132","R&D related to Engineering and technology - financed from sources other than GUF","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,379.737,,
"CZE","Czech Republic","NABS132","R&D related to Engineering and technology - financed from sources other than GUF","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,431.428,,
"CZE","Czech Republic","NABS132","R&D related to Engineering and technology - financed from sources other than GUF","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,493.653,,
"CZE","Czech Republic","NABS132","R&D related to Engineering and technology - financed from sources other than GUF","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,538.291,,
"CZE","Czech Republic","NABS132","R&D related to Engineering and technology - financed from sources other than GUF","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,662.21,,
"CZE","Czech Republic","NABS132","R&D related to Engineering and technology - financed from sources other than GUF","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,715.692,"P","Provisional value"
"CZE","Czech Republic","NABS133","R&D related to Medical and health sciences - financed from sources other than GUF  ","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,1105.645,,
"CZE","Czech Republic","NABS133","R&D related to Medical and health sciences - financed from sources other than GUF  ","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,826.073,,
"CZE","Czech Republic","NABS133","R&D related to Medical and health sciences - financed from sources other than GUF  ","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,744.706,,
"CZE","Czech Republic","NABS133","R&D related to Medical and health sciences - financed from sources other than GUF  ","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,800.774,,
"CZE","Czech Republic","NABS133","R&D related to Medical and health sciences - financed from sources other than GUF  ","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,760.259,,
"CZE","Czech Republic","NABS133","R&D related to Medical and health sciences - financed from sources other than GUF  ","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,760.847,,
"CZE","Czech Republic","NABS133","R&D related to Medical and health sciences - financed from sources other than GUF  ","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,792.8,,
"CZE","Czech Republic","NABS133","R&D related to Medical and health sciences - financed from sources other than GUF  ","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,770.859,,
"CZE","Czech Republic","NABS133","R&D related to Medical and health sciences - financed from sources other than GUF  ","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,816.995,"P","Provisional value"
"CZE","Czech Republic","NABS134","R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ","MIO_NAC","National Currency","2011","2011","CZK","Czech Koruna","6","Millions",,,14.339,,
"CZE","Czech Republic","NABS134","R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ","MIO_NAC","National Currency","2012","2012","CZK","Czech Koruna","6","Millions",,,16.549,,
"CZE","Czech Republic","NABS134","R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ","MIO_NAC","National Currency","2013","2013","CZK","Czech Koruna","6","Millions",,,2.07,,
"CZE","Czech Republic","NABS134","R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ","MIO_NAC","National Currency","2014","2014","CZK","Czech Koruna","6","Millions",,,0.5,,
"CZE","Czech Republic","NABS134","R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ","MIO_NAC","National Currency","2015","2015","CZK","Czech Koruna","6","Millions",,,0.722,,
"CZE","Czech Republic","NABS134","R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ","MIO_NAC","National Currency","2016","2016","CZK","Czech Koruna","6","Millions",,,9.605,,
"CZE","Czech Republic","NABS134","R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ","MIO_NAC","National Currency","2017","2017","CZK","Czech Koruna","6","Millions",,,9.765,,
"CZE","Czech Republic","NABS134","R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ","MIO_NAC","National Currency","2018","2018","CZK","Czech Koruna","6","Millions",,,11.721,,
"CZE","Czech Republic","NABS134","R&D related to Agricultural and vetinary sciences - financed from sources other than GUF ","MIO_NAC","National Currency","2019","2019","CZK","Czech Koruna","6","Millions",,,12.258,"P","Provisional value"
